([2, -2, 0, -1, -2, -3, 1, 0, -2, 0, -1, -2, -1, -3, -1, 3, 3, -2, -1, 3, 1, 1, 3, 1, 1, -3, 1, -3, -2, -2, -2, -3, 1, -3, 2, -3, -1, -1, 0, 1, 0, 1, -3, -1, -3, 3, 0, -2, -3, 2, -2, -1, -3, 0, -1, 0, -2, -3, 1, -2, -3, 0, -2, 0, 1, -1, 2, 0, -2, 1, 3, -1, 2, 1, 3, -2, -3, -3, 3, -3, -1, 2, 2, -3, 2, 1, 3, 3, -3, -1, 2, 3, -2, -2, -2, 0, 1, 0, 2, 0, -1, 2, 1, 2, -3, -3, 1, -3, -1, 1, 3, 1, 2, -2, 1, 1, 2, 0, -1, 3, 2, -3, -2, -1, -2, -3, -3, -1, 3, 0, -3, -1, 1, 3, 3, -1, 0, 2, -2, 1, 3, -2, 2, -1, 3, 0, -3, 3, -2, 0, -1, -3, 0, -2, 0, 0, -2, 3, -3, -3, 0, 2, 3, -1, 2, -3, -3, -2, -2, -2, 0, 0, 2, -1, 0, -1, 3, 3, 3, 3], 0.2333809475228573)
([0, 3, -2, 1, -1, 3, 2, -1, -1, 1, -2, 0, -2, -3, 0, -3, -2, -3, 2, -2, 1, 2, -2, -2, -3, 1, -2, 1, 0, 1, -3, -3, 0, 0, 1, -1, 1, 2, -2, 1, -1, 2, 1, 2, 0, 0, 0, 0, 1, 3, 1, 1, 3, 0, 0, -1, -3, -3, -3, 1, 3, 3, -3, 1, 3, -3, -1, -3, 0, 1, 3, 2, -2, -3, -2, 3, 2, 3, 1, 0, -1, 0, 0, 0, 3, -1, 0, 0, 3, -1, -3, 1, -1, -3, 0, 1, 1, 1, 0, -3, 3, -2, 3, -3, -2, -1, 1, 3, 2, -2, 2, 3, 1, -2, 1, 0, 2, 3, 0, 3, -2, 2, 0, 3, -2, 3, 0, -1, 2, -2, -1, -2, -1, 3, -1, 0, 0, -2, -2, 3, 3, -2, 1, 3, -1, 1, -2, 1, 0, 2, 2, 0, 0, -1, 0, -2, 0, 2, 0, -2, 2, 0, -1, 0, -2, -1, 1, -3, 3, -3, 0, -1, 3, 0, -3, -1, 2, -2, -1, -1], 0.11527744310527056)
([-1, 2, 1, 0, 1, -2, 2, 1, 0, 2, 2, 3, 1, -2, 3, 3, 0, 1, -2, 2, 0, 0, 1, 3, 0, 0, 3, 2, -1, -3, -3, -3, -2, 3, 2, 3, 2, 1, 2, -3, -1, 1, 0, 3, 1, 0, 0, -2, 0, -1, -1, 2, 2, 0, -3, -2, 3, 2, 0, 0, -1, 3, 3, -3, 3, -1, -2, 2, 2, 1, -1, -2, 0, -3, 0, 1, -1, 0, -3, -1, -1, -3, 0, 0, 3, 1, 2, 0, -1, -1, 3, -3, -3, 2, -3, 0, -1, -2, 0, 2, -3, -1, 2, 1, 0, 0, 0, -1, 1, 0, -2, 0, 2, 0, 0, 0, 2, -1, 3, -1, 3, -1, 3, 2, 3, 0, -3, -1, -3, 0, 0, 2, 0, 1, -2, 0, -1, -1, 2, -2, -1, 0, 3, -1, -3, 1, -2, -3, 1, 1, 0, -3, 3, 0, -3, 3, -1, 1, 2, -1, 1, -3, 0, 1, 0, 3, 1, 0, 2, -2, 0, 0, 0, 1, 1, 2, -2, 0, -3, 0], 0.08144527815247074)
([-1, 2, 0, 1, 1, -2, 0, 1, -2, 2, 2, 3, 1, -2, 0, 3, -3, 0, -2, 2, 0, 0, 1, 3, 0, 0, 3, 2, -1, -3, -3, -3, -2, 3, 2, 3, 2, 1, 2, -3, 0, 1, 0, 3, 1, 0, 1, -2, 0, -1, -1, 2, 2, 0, -3, -2, 3, 2, 3, 0, -1, 3, 3, -3, 3, -1, -2, 2, 2, 1, -1, -2, 0, -3, 0, 1, -1, 0, -3, 0, -1, -3, -3, 0, 3, 1, 2, 0, -1, -1, 3, -3, 0, 2, -3, 0, -1, 0, 0, 0, -3, -1, 2, 1, 0, 0, 2, -1, 0, 0, -2, 1, 2, 0, 0, 0, 2, -1, 3, 0, 3, -1, 3, 2, 3, 2, -3, -1, -3, -3, 3, 2, 1, 1, -2, -3, -1, -1, 2, -2, -1, 1, 3, -1, -3, 3, -2, -3, 1, 1, 1, -3, 3, 0, -3, 3, -1, 0, 2, -1, 1, -3, 0, 1, -3, 3, 1, 0, 2, -2, 0, 0, 0, 1, 0, 2, -2, 0, -3, 0], 0.0629814787589706)
([0, 1, -3, 3, -1, 0, 1, -2, 2, 0, -2, 3, -1, -3, 3, -3, 3, 2, -1, 0, -1, -2, -2, 0, 1, 0, -2, 3, 3, 1, 1, -3, -2, 3, 2, 3, 2, 1, 2, -3, -1, 0, 0, 3, 1, 0, 1, -2, 0, -1, -1, 2, 2, 0, -3, -2, 3, 2, 3, 0, -1, 3, 3, -3, 3, -1, -2, 2, 2, 1, -1, -2, 0, -3, 0, 1, -1, 0, -3, -1, -1, -3, 0, 0, 3, 1, 2, 0, -1, -1, 3, -3, -3, 2, -3, 0, -1, -2, 0, 2, -3, -1, 2, 1, 0, 0, 2, -1, 0, 0, -2, 1, 2, -1, 0, 0, 2, -1, 3, -1, 3, -1, 3, 2, 3, 2, -3, -1, -3, -3, 3, 2, 0, 1, -2, -3, -1, -1, 2, -2, -1, 0, -2, 3, 2, 0, 0, 2, 2, 0, -1, -1, 3, 2, -2, 3, -1, 3, -1, 2, 3, 3, -1, -1, 0, 2, -3, 2, -3, -2, -2, -1, -3, -3, -1, -3, 1, -3, -2, 1], 0.13707256796634731)
([-1, 2, 0, 0, 1, -2, 2, 1, -2, 2, 2, 3, 1, -2, 3, 3, -3, 1, -2, 2, 0, 0, 1, 3, 0, 0, 3, 2, -1, -3, -3, -2, -1, -2, 0, 0, 2, -2, -3, 3, -3, 2, 2, 3, -1, -1, 0, 3, -3, 1, 2, -3, -1, -2, 3, 2, -1, -2, -1, 3, -1, -1, -3, 1, 2, -3, 2, -1, -3, -1, 0, 0, -3, -1, 1, 1, -2, -1, 1, 2, 1, 0, 1, 3, -3, 1, -2, 1, 0, 1, 0, 2, 1, 0, 1, 2, 2, -1, -1, -1, 0, 2, -3, 1, -3, 3, -1, 1, 2, 1, -1, -3, -2, 0, 0, -2, 1, -1, -2, 3, -3, 3, -2, 0, 0, 1, 0, 1, 1, -2, 1, 1, 3, -3, -1, -2, 0, 2, -3, 2, -2, -3, 3, -1, -3, 0, -2, -3, 1, 1, 0, -3, 3, 0, -3, 3, -1, 1, 2, -1, 1, -3, 0, 1, 0, 3, 1, 0, 2, -2, 0, 0, -1, 1, 0, 2, -2, 0, -3, 0], 0.24048561980570343)
([-3, 1, -1, 1, -1, 1, 0, 3, 1, 0, -1, 3, -2, -1, -1, 0, -2, 0, 2, -3, 1, 2, 3, 1, 0, -3, -1, 1, 3, -2, -3, 3, 2, 0, 0, -2, -1, 0, 2, -3, -2, -2, -3, 3, -2, -1, 3, 1, -2, 1, -2, 1, 0, -1, 2, -1, -1, 0, 2, -2, -1, 0, -2, -2, 1, 0, 0, 1, -2, 0, 3, -1, -1, 3, -3, 2, -3, -3, -3, -1, -1, -2, -3, 0, 1, 2, 3, -1, -3, 3, 2, -2, 3, 3, -1, 1, 1, -3, 2, 2, 0, -1, 1, 0, -3, -3, -3, 3, -2, -2, 0, 1, -2, 3, 0, 0, 1, 3, -1, -3, -1, 2, -2, 3, 3, -3, -2, -2, -1, 0, -1, -2, 0, 3, -3, -3, -2, -3, 2, 3, 1, -1, -3, 1, -2, -2, 2, -2, -1, 3, 0, -3, -3, 2, 0, 2, 2, -1, 0, -3, 1, 1, 3, 2, 1, -2, 1, 1, 3, 0, 2, -3, 1, 0, -1, -2, 3, -3, 0, 3], 0.08825468196582487)
([-3, -3, -2, -2, 3, 1, -3, 2, 2, 0, 3, -3, -2, -3, 3, -2, 3, 2, -1, 0, -1, -2, -2, 0, 1, 0, -2, 3, 3, 1, 1, -2, -1, -2, 0, 0, 2, -2, -3, 3, -3, 2, 2, 3, 3, -3, -1, 1, 3, 0, 0, 2, 1, 2, 2, 0, 2, 0, 3, -2, 0, 0, -2, -2, 1, 0, 0, 0, -2, 0, 3, -1, -1, 3, -3, 2, -3, -3, -3, -1, -1, -2, -3, 0, 1, 2, 3, -1, -3, 3, 2, -2, 3, 3, -1, 1, 1, -3, 2, 2, 0, -1, 1, 0, -3, -3, -3, 3, -2, -2, 0, 1, -2, 3, 0, 0, 1, 3, -1, -3, -1, 0, -2, 3, 3, -3, -2, -2, -1, 0, -1, -2, 0, 3, -3, -3, -2, -2, -3, 2, -2, -2, -2, -2, -2, 2, -1, -3, -2, -3, -2, -3, 3, 3, -3, 1, 2, 2, -1, 1, 2, 3, -3, -3, 1, 2, -2, -2, -3, 2, 0, 1, -3, -2, 3, 3, 2, 0, 0, 1], 0.09291573243177567)
([2, 2, 2, -2, 2, -2, 0, 3, 3, 0, 0, -1, -2, -1, 3, -3, 3, -1, -3, 0, 3, 2, 3, 1, 1, -3, 1, -3, -2, -2, -2, -3, 1, -3, 2, -3, -1, 3, -1, 1, 0, -1, 0, -2, -2, -3, 1, 3, -1, 0, -1, 0, -3, 1, -2, -1, 0, 0, -1, -3, 2, 3, 2, 3, -3, -1, 1, 0, 2, 0, -2, -1, -3, 1, 1, -3, -2, -1, 0, 0, -2, 2, 2, -2, -1, -2, 3, -1, -3, 3, 2, -2, 3, 3, 0, 1, 1, -3, 2, 0, 0, 3, -3, -2, 2, 3, -2, 0, 3, -2, 2, -1, -2, 3, -3, 3, -1, 0, -1, -1, -1, -1, 1, -2, 0, -3, 1, 2, 1, 0, -3, 0, 2, 3, -2, 1, -2, 3, 3, 1, 2, 2, -2, -3, 3, -1, -3, -3, 1, 0, -1, 1, 3, 2, -2, 1, 1, 0, 2, -3, 2, 1, 2, -2, 3, 1, -1, -2, 3, 1, 3, 0, 0, -2, -3, -1, -1, 2, 0, -3], 0.14059397805975424)
([-1, 3, 3, 3, 0, 2, 3, 0, 3, -1, -3, 3, 2, 1, 3, 3, -2, 1, -1, 0, 0, 0, 1, -3, 1, 0, -1, -2, -2, -3, -3, 0, -1, -2, 0, -2, 0, -3, -1, -2, -3, 1, -2, 0, 0, 0, 2, 1, 1, -1, 3, 2, 1, -3, 2, -1, -1, -1, -1, -3, 0, 1, 2, 2, 0, 3, 2, 3, -1, -1, -3, 0, 1, 0, 3, -3, -2, 1, -1, -2, 2, 2, 1, -2, 1, -1, 1, -1, -3, -3, 0, 1, -1, 3, 1, -3, -3, -3, 3, 0, -2, -3, -1, 0, 0, 0, 2, -1, 0, 0, 1, -2, 3, 1, -1, -3, 0, 3, -1, 0, 3, 0, 0, 2, 0, 2, -2, -1, -3, 0, 2, -2, 0, 3, 0, 0, 2, 3, 0, 1, 1, 3, 1, 0, -1, 3, -2, -3, -3, 3, 1, -3, -3, 2, -2, 1, 3, 0, 0, -3, 3, 3, 0, 0, 1, 2, 3, 2, 0, 0, -3, -3, 3, 0, 2, 0, -3, 3, 3, 1], 0.15329709716755893)
